0.2332751250, 58.8284792990, 0.0000000000
0.2332751250, 58.8284792990, 0.0000000000
0.2561405653, 58.4617795008, 0.0000000000
0.2561405653, 58.4617795008, 0.0000000000
0.2550951914, 58.4820220003, 0.0000000000
0.2550951914, 58.4820220003, 0.0000000000
0.2705126249, 58.1094440957, 0.0000000000
0.2705126249, 58.1094440957, 0.0000000000
0.2700030277, 58.1257342632, 0.0000000000
0.2700030277, 58.1257342632, 0.0000000000
0.2748518815, 57.9449364287, 0.0000000000
0.2748518815, 57.9449364287, 0.0000000000
0.2795014067, 57.5647132961, 0.0000000000
0.2795014067, 57.5647132961, 0.0000000000
0.2772785105, 57.1929099426, 0.0000000000
0.2772785105, 57.1929099426, 0.0000000000
0.2692509287, 56.8326556287, 0.0000000000
0.2692509287, 56.8326556287, 0.0000000000
0.2459665559, 56.2657943262, 0.0000000000
0.2459665559, 56.2657943262, 0.0000000000
0.2228024218, 55.8719197368, 0.0000000000
0.2228024218, 55.8719197368, 0.0000000000
0.1940178886, 55.4728474787, 0.0000000000
0.1940178886, 55.4728474787, 0.0000000000
0.1598745290, 55.0690663342, 0.0000000000
0.1598745290, 55.0690663342, 0.0000000000
0.1211926151, 54.6664421160, 0.0000000000
0.1211926151, 54.6664421160, 0.0000000000
0.0996148149, 54.4593846234, 0.0000000000
0.0996148149, 54.4593846234, 0.0000000000
0.0290437018, 53.8422813925, 0.0000000000
0.0290437018, 53.8422813925, 0.0000000000
-0.0237314853, 53.4238029422, 0.0000000000
-0.0237314853, 53.4238029422, 0.0000000000
-0.1080027028, 52.8071190814, 0.0000000000
-0.1080027028, 52.8071190814, 0.0000000000
-0.1701761047, 52.3821046929, 0.0000000000
-0.1701761047, 52.3821046929, 0.0000000000
-0.2640060919, 51.7760842034, 0.0000000000
-0.2640060919, 51.7760842034, 0.0000000000
-0.3308303176, 51.3648033797, 0.0000000000
-0.3308303176, 51.3648033797, 0.0000000000
-0.4335946781, 50.7578952228, 0.0000000000
-0.4335946781, 50.7578952228, 0.0000000000
-0.5097911510, 50.3240765697, 0.0000000000
-0.5097911510, 50.3240765697, 0.0000000000
-0.6198876945, 49.7166389419, 0.0000000000
-0.6198876945, 49.7166389419, 0.0000000000
-0.7705370942, 48.9146690292, 0.0000000000
-0.7705370942, 48.9146690292, 0.0000000000
-0.8551277657, 48.4760526681, 0.0000000000
-0.8551277657, 48.4760526681, 0.0000000000
-0.9745497557, 47.8681890591, 0.0000000000
-0.9745497557, 47.8681890591, 0.0000000000
-1.1353113610, 47.0665866905, 0.0000000000
-1.1353113610, 47.0665866905, 0.0000000000
-1.2938079488, 46.2903895432, 0.0000000000
-1.2938079488, 46.2903895432, 0.0000000000
-1.4999201108, 45.2955230283, 0.0000000000
-1.4999201108, 45.2955230283, 0.0000000000
-1.7081202236, 44.3008537856, 0.0000000000
-1.7081202236, 44.3008537856, 0.0000000000
-1.9987702241, 42.9188800486, 0.0000000000
-1.9987702241, 42.9188800486, 0.0000000000
-2.2886318361, 41.5366779254, 0.0000000000
-2.2886318361, 41.5366779254, 0.0000000000
-2.4901266098, 40.5674049647, 0.0000000000
-2.4901266098, 40.5674049647, 0.0000000000
-2.6098956144, 39.9862030111, 0.0000000000
-2.6098956144, 39.9862030111, 0.0000000000
-2.7682506430, 39.2103478414, 0.0000000000
-2.7682506430, 39.2103478414, 0.0000000000
-3.0023631349, 38.0441304427, 0.0000000000
-3.0023631349, 38.0441304427, 0.0000000000
-3.1173298728, 37.4613334185, 0.0000000000
-3.1173298728, 37.4613334185, 0.0000000000
-3.2684792869, 36.6831572143, 0.0000000000
-3.2684792869, 36.6831572143, 0.0000000000
-3.4578981425, 35.6857771239, 0.0000000000
-3.4578981425, 35.6857771239, 0.0000000000
-3.6065996949, 34.8826914374, 0.0000000000
-3.6065996949, 34.8826914374, 0.0000000000
-3.7127314768, 34.2971327184, 0.0000000000
-3.7127314768, 34.2971327184, 0.0000000000
-3.8512861730, 33.5151698613, 0.0000000000
-3.8512861730, 33.5151698613, 0.0000000000
-4.0227524202, 32.5161152840, 0.0000000000
-4.0227524202, 32.5161152840, 0.0000000000
-4.1847202057, 31.5352136601, 0.0000000000
-4.1847202057, 31.5352136601, 0.0000000000
-4.2787900588, 30.9463178985, 0.0000000000
-4.2787900588, 30.9463178985, 0.0000000000
-4.4353610889, 29.9297815044, 0.0000000000
-4.4353610889, 29.9297815044, 0.0000000000
